"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Full user journey: data entry, historical edits, exports, logout","tests","2026-08-29","failed","2026-08-29","","test_flowlite_e2e","",""
