"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15005","test_full_user_journey[chromium]","tests","2026-08-03","failed","2026-08-03","","test_flowlite_e2e","",""
