"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32920","Full user journey: data entry, historical edits, exports, logout","tests","2026-09-08","failed","2026-09-08","","test_flowlite_e2e","",""
